place_id,city_slug,category_slug,name,description,address,schedule,image,rating,phone,website,maps_url
"piata-constitutiei-events","bucuresti","evenimente","Piața Constituției (Evenimente)","Spațiu urban pentru festivaluri, târguri și concerte.","Piața Constituției, București","Program variabil","/images/place-placeholder.jpg","4.6","021 305 5500","https://www.pmb.ro","https://maps.google.com/?q=Piata+Constitutiei+Bucuresti"
"ristorante-corsarul","oradea","restaurante","Ristorante Corsarul","Restaurant apreciat pentru preparate mediteraneene.","Calea Republicii 1, Oradea","11:00 - 23:00","/images/place-placeholder.jpg","4.6","0756 789 100","https://www.facebook.com/ristorantecorsarul","https://maps.google.com/?q=Ristorante+Corsarul+Oradea"
"hanul-cu-noroc-oradea","oradea","restaurante","Hanul cu Noroc","Meniu românesc și atmosferă tradițională.","Strada Vasile Alecsandri 5, Oradea","10:00 - 23:00","/images/place-placeholder.jpg","4.5","0752 338 800","https://www.facebook.com/hanulcunorocoradea","https://maps.google.com/?q=Hanul+cu+Noroc+Oradea"
"via29","oradea","restaurante","Via29","Restaurant modern, cunoscut pentru plating și gust.","Strada Aurel Lazăr 1, Oradea","12:00 - 23:00","/images/place-placeholder.jpg","4.6","0733 555 229","https://www.facebook.com/via29oradea","https://maps.google.com/?q=Via29+Oradea"
"better-food","oradea","restaurante","Better Food","Restaurant casual cu opțiuni fresh și rapide.","Piața Unirii 2, Oradea","09:00 - 22:00","/images/place-placeholder.jpg","4.5","0747 889 991","https://www.facebook.com/betterfoodoradea","https://maps.google.com/?q=Better+Food+Oradea"
"piata9","oradea","restaurante","Piata9","Meniu urban, apreciat de localnici și turiști.","Strada Primăriei 4, Oradea","09:00 - 23:00","/images/place-placeholder.jpg","4.6","0770 309 009","https://www.facebook.com/piata9oradea","https://maps.google.com/?q=Piata9+Oradea"
"street-coffee-roasters","oradea","cafenele","Street Coffee Roasters","Cafea de specialitate și ambient relaxat.","Strada Republicii 15, Oradea","08:00 - 19:00","/images/place-placeholder.jpg","4.7","0741 500 333","https://www.facebook.com/streetcoffeeroasters","https://maps.google.com/?q=Street+Coffee+Roasters+Oradea"
"rivo-cafe","oradea","cafenele","Rivo Cafe","Cafenea centrală, bună pentru întâlniri și lucru.","Piața Unirii 5, Oradea","08:00 - 22:00","/images/place-placeholder.jpg","4.6","0259 430 700","https://www.facebook.com/rivocafeoradea","https://maps.google.com/?q=Rivo+Cafe+Oradea"
"meron-oradea","oradea","cafenele","Meron Oradea","Specialty coffee, setup modern și personal bun.","Strada Alecsandri 7, Oradea","08:00 - 20:00","/images/place-placeholder.jpg","4.7","0731 101 201","https://meron.coffee","https://maps.google.com/?q=Meron+Oradea"
"dock-cafe","oradea","cafenele","Dock Specialty Coffee","Cafea de origine și deserturi de casă.","Strada Aurel Lazăr 3, Oradea","08:00 - 19:00","/images/place-placeholder.jpg","4.6","0748 606 300","https://www.facebook.com/dockspecialtycoffee","https://maps.google.com/?q=Dock+Specialty+Coffee+Oradea"
"moszkva-cafe","oradea","cafenele","Moszkva Cafe","Cafenea cu design retro și meniu variat.","Strada Republicii 11, Oradea","09:00 - 22:00","/images/place-placeholder.jpg","4.5","0743 212 889","https://www.facebook.com/moszkvacafeoradea","https://maps.google.com/?q=Moszkva+Cafe+Oradea"
"primaria-oradea","oradea","institutii","Primăria Oradea","Administrația locală a municipiului Oradea.","Piața Unirii 1, Oradea","L-J 08:00 - 16:30, V 08:00 - 14:00","/images/place-placeholder.jpg","4.4","0259 437 000","https://oradea.ro","https://maps.google.com/?q=Primaria+Oradea"
"consiliul-judetean-bihor","oradea","institutii","Consiliul Județean Bihor","Instituție administrativă la nivel de județ.","Parcul Traian 5, Oradea","L-J 08:00 - 16:30, V 08:00 - 14:00","/images/place-placeholder.jpg","4.2","0259 403 200","https://www.cjbihor.ro","https://maps.google.com/?q=Consiliul+Judetean+Bihor"
"prefectura-bihor","oradea","institutii","Prefectura Bihor","Instituția prefectului pentru servicii administrative.","Parcul Traian 5, Oradea","L-V 08:30 - 16:30","/images/place-placeholder.jpg","4.1","0259 412 766","https://bh.prefectura.mai.gov.ro","https://maps.google.com/?q=Prefectura+Bihor"
"spitalul-judetean-oradea","oradea","institutii","Spitalul Clinic Județean Oradea","Spital județean cu servicii medicale complexe.","Strada Gheorghe Doja 65, Oradea","Non-stop (UPU)","/images/place-placeholder.jpg","4.2","0259 414 931","https://www.spitaljudetean-oradea.ro","https://maps.google.com/?q=Spitalul+Judetean+Oradea"
"taxe-impozite-oradea","oradea","institutii","Direcția Taxe și Impozite Oradea","Servicii de taxe locale pentru cetățeni și firme.","Piața Unirii 1, Oradea","L-J 08:00 - 16:30, V 08:00 - 14:00","/images/place-placeholder.jpg","4.1","0259 437 000","https://oradea.ro","https://maps.google.com/?q=Taxe+si+Impozite+Oradea"
"teatrul-regina-maria","oradea","cultural","Teatrul Regina Maria","Instituție de spectacol importantă în vestul țării.","Piața Ferdinand 4-6, Oradea","Program spectacole","/images/place-placeholder.jpg","4.8","0259 440 742","https://www.teatrulreginamaria.ro","https://maps.google.com/?q=Teatrul+Regina+Maria+Oradea"
"filarmonica-oradea","oradea","cultural","Filarmonica de Stat Oradea","Concerte simfonice și evenimente muzicale.","Strada Moscovei 5, Oradea","Program concerte","/images/place-placeholder.jpg","4.7","0259 430 853","https://www.filarmonicaoradea.ro","https://maps.google.com/?q=Filarmonica+Oradea"
"muzeul-tarii-crisurilor","oradea","cultural","Muzeul Țării Crișurilor","Muzeu complex cu secții de istorie, artă și științe.","Strada Armatei Române 1/A, Oradea","Ma-D 10:00 - 18:00","/images/place-placeholder.jpg","4.7","0259 479 336","https://muzeulcrisurilor.ro","https://maps.google.com/?q=Muzeul+Tarii+Crisurilor+Oradea"
"casa-darvas","oradea","cultural","Casa Darvas-La Roche","Muzeu Art Nouveau foarte apreciat de turiști.","Strada Iosif Vulcan 11, Oradea","Ma-D 10:00 - 18:00","/images/place-placeholder.jpg","4.7","0770 197 287","https://oradea.ro","https://maps.google.com/?q=Casa+Darvas+La+Roche+Oradea"
"teatrul-szigligeti","oradea","cultural","Teatrul Szigligeti","Teatru cu producții în limba maghiară și repertoriu variat.","Piața Ferdinand 4-6, Oradea","Program spectacole","/images/place-placeholder.jpg","4.6","0259 440 742","https://www.szigligeti.ro","https://maps.google.com/?q=Teatrul+Szigligeti+Oradea"
"oradea-arena","oradea","evenimente","Oradea Arena","Arenă modernă pentru sport și evenimente mari.","Strada Traian Blajovici 24, Oradea","Program variabil","/images/place-placeholder.jpg","4.7","0259 408 830","https://www.csmoradea.ro","https://maps.google.com/?q=Oradea+Arena"
"cetatea-oradea-events","oradea","evenimente","Cetatea Oradea (Evenimente)","Hub cultural cu festivaluri, târguri și expoziții.","Strada Griviței 13, Oradea","Program variabil","/images/place-placeholder.jpg","4.7","0259 478 191","https://www.cetateaoradea.ro","https://maps.google.com/?q=Cetatea+Oradea"
"piata-unirii-oradea-events","oradea","evenimente","Piața Unirii (Evenimente)","Evenimente urbane sezoniere în centrul orașului.","Piața Unirii, Oradea","Program variabil","/images/place-placeholder.jpg","4.6","0259 437 000","https://oradea.ro","https://maps.google.com/?q=Piata+Unirii+Oradea"
"teatrul-regina-maria-events","oradea","evenimente","Teatrul Regina Maria (Events)","Premiere și festivaluri de teatru pe parcursul anului.","Piața Ferdinand 4-6, Oradea","Program variabil","/images/place-placeholder.jpg","4.8","0259 440 742","https://www.teatrulreginamaria.ro","https://maps.google.com/?q=Teatrul+Regina+Maria+Oradea"
"nufarul-festival","oradea","evenimente","Festivaluri Nufărul (zona centrală)","Serii de evenimente locale cu muzică și activități stradale.","Zona centrală, Oradea","Sezonier","/images/place-placeholder.jpg","4.5","0259 437 000","https://oradea.ro","https://maps.google.com/?q=Evenimente+Oradea+Centru"
"locanda-del-corso","timisoara","restaurante","Locanda del Corso","Restaurant italian foarte bine evaluat, atmosferă elegantă.","Strada Augustin Pacha 8, Timișoara","12:00 - 23:00","/images/place-placeholder.jpg","4.7","0753 077 777","https://www.facebook.com/locandadelcorso","https://maps.google.com/?q=Locanda+del+Corso+Timisoara"
"merlot-timisoara","timisoara","restaurante","Merlot","Restaurant central, meniu premium și servicii bune.","Strada Mărășești 1-3, Timișoara","12:00 - 23:00","/images/place-placeholder.jpg","4.6","0733 991 123","https://www.facebook.com/merlottimisoara","https://maps.google.com/?q=Merlot+Timisoara"
"little-hanoi","timisoara","restaurante","Little Hanoi","Restaurant asiatic apreciat pentru gust și consistență.","Strada Vasile Alecsandri 8, Timișoara","12:00 - 22:30","/images/place-placeholder.jpg","4.7","0722 263 030","https://www.facebook.com/littlehanoitimisoara","https://maps.google.com/?q=Little+Hanoi+Timisoara"
"homemade-timisoara","timisoara","restaurante","Homemade","Loc popular pentru paste, burgeri și brunch.","Strada Eugeniu de Savoya 6, Timișoara","09:00 - 23:00","/images/place-placeholder.jpg","4.6","0758 061 061","https://www.homemade.ro","https://maps.google.com/?q=Homemade+Timisoara"
"vinto","timisoara","restaurante","Vinto Gastro Wine Bar","Meniu modern cu pairing de vinuri, apreciat local.","Strada Eugeniu de Savoya 7, Timișoara","12:00 - 00:00","/images/place-placeholder.jpg","4.7","0744 673 838","https://vinto.ro","https://maps.google.com/?q=Vinto+Timisoara"
"ovride-specialty","timisoara","cafenele","Ovride Specialty Coffee","Cafea de specialitate și ambient minimalist.","Piața Unirii 7, Timișoara","08:00 - 19:00","/images/place-placeholder.jpg","4.8","0743 542 018","https://www.instagram.com/ovridecoffee","https://maps.google.com/?q=Ovride+Specialty+Coffee+Timisoara"
"doppio-timisoara","timisoara","cafenele","Doppio","Specialty coffee și vibe urban central.","Strada Mercy 9, Timișoara","08:00 - 20:00","/images/place-placeholder.jpg","4.7","0742 516 110","https://www.facebook.com/doppiotimisoara","https://maps.google.com/?q=Doppio+Timisoara"
"garage-cafe","timisoara","cafenele","Garage Cafe","Cafenea populară pentru întâlniri și lucru remote.","Strada Florimund Mercy 4, Timișoara","08:00 - 22:00","/images/place-placeholder.jpg","4.6","0756 329 003","https://www.facebook.com/garagecafebar","https://maps.google.com/?q=Garage+Cafe+Timisoara"
"staftim","timisoara","cafenele","STAFTIM Coffee","Cafea bună, servire rapidă și locație centrală.","Strada Victor Vlad Delamarina 1, Timișoara","08:00 - 19:00","/images/place-placeholder.jpg","4.6","0740 730 555","https://www.facebook.com/staftim","https://maps.google.com/?q=STAFTIM+Coffee+Timisoara"
"scartz-cafe","timisoara","cafenele","Scârț Loc Lejer (Cafe)","Loc boem, preferat pentru cultură urbană și cafea.","Strada Arh. Laszlo Szekely 1, Timișoara","10:00 - 23:00","/images/place-placeholder.jpg","4.7","0735 420 111","https://www.facebook.com/scartloclejer","https://maps.google.com/?q=Scart+Loc+Lejer+Timisoara"
"primaria-timisoara","timisoara","institutii","Primăria Timișoara","Administrația locală a municipiului Timișoara.","Bd. C.D. Loga 1, Timișoara","L-J 08:30 - 16:30, V 08:30 - 14:00","/images/place-placeholder.jpg","4.3","0256 408 300","https://www.primariatm.ro","https://maps.google.com/?q=Primaria+Timisoara"
"consiliul-judetean-timis","timisoara","institutii","Consiliul Județean Timiș","Instituție administrativă județeană.","Bd. Revoluției din 1989 17, Timișoara","L-J 08:00 - 16:30, V 08:00 - 14:00","/images/place-placeholder.jpg","4.2","0256 406 300","https://www.cjtimis.ro","https://maps.google.com/?q=Consiliul+Judetean+Timis"
"prefectura-timis","timisoara","institutii","Prefectura Timiș","Instituția prefectului pentru servicii administrative.","Bd. Revoluției din 1989 17, Timișoara","L-V 08:30 - 16:30","/images/place-placeholder.jpg","4.1","0256 490 626","https://tm.prefectura.mai.gov.ro","https://maps.google.com/?q=Prefectura+Timis"
"spitalul-judetean-timisoara","timisoara","institutii","Spitalul Clinic Județean Timișoara","Spital regional important cu secții multiple.","Bd. Liviu Rebreanu 156, Timișoara","Non-stop (UPU)","/images/place-placeholder.jpg","4.2","0256 309 500","https://www.hosptm.ro","https://maps.google.com/?q=Spitalul+Judetean+Timisoara"
"taxe-impozite-timisoara","timisoara","institutii","Direcția Fiscală Timișoara","Gestionare taxe locale și relații cu contribuabili.","Strada Aristide Demetriade 1, Timișoara","L-J 08:30 - 16:30, V 08:30 - 14:00","/images/place-placeholder.jpg","4","0256 408 979","https://www.primariatm.ro","https://maps.google.com/?q=Directia+Fiscala+Timisoara"
"teatrul-national-timisoara","timisoara","cultural","Teatrul Național Timișoara","Teatru de referință cu producții apreciate.","Strada Mărășești 2, Timișoara","Program spectacole","/images/place-placeholder.jpg","4.8","0256 201 117","https://www.tntimisoara.com","https://maps.google.com/?q=Teatrul+National+Timisoara"
"opera-romana-timisoara","timisoara","cultural","Opera Națională Română Timișoara","Operă și balet în inima orașului.","Piața Victoriei 2, Timișoara","Program spectacole","/images/place-placeholder.jpg","4.8","0256 201 286","https://www.ort.ro","https://maps.google.com/?q=Opera+Timisoara"
"muzeul-national-al-banatului","timisoara","cultural","Muzeul Național al Banatului","Muzeu istoric important pentru regiunea Banat.","Castelul Huniade, Timișoara","Ma-D 10:00 - 18:00","/images/place-placeholder.jpg","4.7","0256 201 321","https://mnab.ro","https://maps.google.com/?q=Muzeul+National+al+Banatului"
"muzeul-de-arta-timisoara","timisoara","cultural","Muzeul de Artă Timișoara","Colecții de artă românească și europeană.","Piața Unirii 1, Timișoara","Ma-D 10:00 - 18:00","/images/place-placeholder.jpg","4.7","0256 491 592","https://muzeuldeartatm.ro","https://maps.google.com/?q=Muzeul+de+Arta+Timisoara"
"filarmonica-banatul","timisoara","cultural","Filarmonica Banatul","Concerte simfonice și evenimente de muzică clasică.","Bd. C.D. Loga 2, Timișoara","Program concerte","/images/place-placeholder.jpg","4.8","0256 494 414","https://filarmonicabanatul.ro","https://maps.google.com/?q=Filarmonica+Banatul"
"sala-olympia","timisoara","evenimente","Sala Olimpia","Arenă pentru sport și evenimente publice.","Aleea F.C. Ripensia 7, Timișoara","Program variabil","/images/place-placeholder.jpg","4.6","0256 406 710","https://www.primariatm.ro","https://maps.google.com/?q=Sala+Olimpia+Timisoara"
"iulius-congress-hall","timisoara","evenimente","Iulius Congress Hall","Loc pentru conferințe și evenimente corporate.","Piața Consiliul Europei 2, Timișoara","Program variabil","/images/place-placeholder.jpg","4.6","0256 490 888","https://iuliustown.ro","https://maps.google.com/?q=Iulius+Congress+Hall+Timisoara"
"piata-victoriei-events-tm","timisoara","evenimente","Piața Victoriei (Evenimente)","Concerte și evenimente urbane majore.","Piața Victoriei, Timișoara","Program variabil","/images/place-placeholder.jpg","4.7","0256 408 300","https://www.primariatm.ro","https://maps.google.com/?q=Piata+Victoriei+Timisoara"
"teatrul-national-events-tm","timisoara","evenimente","Teatrul Național (Evenimente)","Festivaluri și premiere teatrale pe tot anul.","Strada Mărășești 2, Timișoara","Program variabil","/images/place-placeholder.jpg","4.8","0256 201 117","https://www.tntimisoara.com","https://maps.google.com/?q=Teatrul+National+Timisoara"
"flight-festival","timisoara","evenimente","Flight Festival","Festival de muzică și tehnologie, foarte popular vara.","Muzeul Satului Bănățean, Timișoara","Sezonier","/images/place-placeholder.jpg","4.6","0740 300 111","https://flight-festival.com","https://maps.google.com/?q=Flight+Festival+Timisoara"
"sub-tampa","brasov","restaurante","Sub Tâmpa","Restaurant apreciat pentru priveliște și preparate locale.","Aleea Tiberiu Brediceanu 2, Brașov","11:00 - 23:00","/images/place-placeholder.jpg","4.7","0728 800 800","https://subtampa.ro","https://maps.google.com/?q=Sub+Tampa+Brasov"
"dei-frati","brasov","restaurante","Dei Frati","Restaurant italian foarte bine evaluat de localnici.","Strada Diaconu Coresi 2, Brașov","12:00 - 23:00","/images/place-placeholder.jpg","4.8","0722 363 200","https://www.facebook.com/deifratibv","https://maps.google.com/?q=Dei+Frati+Brasov"
"sergiana","brasov","restaurante","Sergiana","Meniu românesc tradițional, foarte popular.","Strada Mureșenilor 28, Brașov","10:00 - 23:00","/images/place-placeholder.jpg","4.6","0268 417 775","https://sergianagrup.ro","https://maps.google.com/?q=Sergiana+Brasov"
"la-ceaun","brasov","restaurante","La Ceaun","Loc central pentru mâncare românească autentică.","Piața Sfatului 11, Brașov","10:00 - 23:00","/images/place-placeholder.jpg","4.6","0749 665 665","https://www.facebook.com/laceaunbrasov","https://maps.google.com/?q=La+Ceaun+Brasov"
"bistro-del-arte","brasov","restaurante","Bistro de l'Arte","Bistro artistic cu atmosferă boemă și meniu creativ.","Piața Enescu George 11bis, Brașov","09:00 - 23:00","/images/place-placeholder.jpg","4.7","0268 475 475","https://www.bistrodelarte.ro","https://maps.google.com/?q=Bistro+de+l%27Arte+Brasov"
"croitoria-de-cafea","brasov","cafenele","Croitoria de Cafea","Specialty coffee, local foarte apreciat în centru.","Strada Michael Weiss 11, Brașov","08:00 - 20:00","/images/place-placeholder.jpg","4.8","0742 099 331","https://www.facebook.com/croitoriadecafea","https://maps.google.com/?q=Croitoria+de+Cafea+Brasov"
"tipografia","brasov","cafenele","Tipografia","Cafenea modernă, atmosferă bună pentru socializare.","Piața George Enescu 11, Brașov","09:00 - 23:00","/images/place-placeholder.jpg","4.7","0731 333 171","https://www.facebook.com/tipografiabv","https://maps.google.com/?q=Tipografia+Brasov"
"news-caffe","brasov","cafenele","News Caffe","Cafenea centrală cu terasă în piață.","Piața Sfatului 24, Brașov","08:00 - 23:00","/images/place-placeholder.jpg","4.6","0268 472 211","https://www.facebook.com/newscaffebrasov","https://maps.google.com/?q=News+Caffe+Brasov"
"cafeneaua-de-acasa","brasov","cafenele","Cafeneaua de Acasă","Loc cozy, bun pentru cafea și desert.","Strada Republicii 16, Brașov","09:00 - 21:00","/images/place-placeholder.jpg","4.6","0740 822 922","https://www.facebook.com/cafeneauadeacasa","https://maps.google.com/?q=Cafeneaua+de+Acasa+Brasov"
"book-coffee-shop","brasov","cafenele","Book Coffee Shop","Cafenea mică, liniștită, cu vibe relaxat.","Strada Postăvarului 31, Brașov","08:30 - 20:00","/images/place-placeholder.jpg","4.5","0741 600 118","https://www.facebook.com/bookcoffeeshopbv","https://maps.google.com/?q=Book+Coffee+Shop+Brasov"
"primaria-brasov","brasov","institutii","Primăria Brașov","Administrația locală a municipiului Brașov.","Bd. Eroilor 8, Brașov","L-J 08:00 - 16:30, V 08:00 - 14:00","/images/place-placeholder.jpg","4.3","0268 405 000","https://www.brasovcity.ro","https://maps.google.com/?q=Primaria+Brasov"
"consiliul-judetean-brasov","brasov","institutii","Consiliul Județean Brașov","Instituție administrativă la nivel județean.","Bd. Eroilor 5, Brașov","L-J 08:00 - 16:30, V 08:00 - 14:00","/images/place-placeholder.jpg","4.2","0268 410 777","https://cjbrasov.ro","https://maps.google.com/?q=Consiliul+Judetean+Brasov"
"prefectura-brasov","brasov","institutii","Prefectura Brașov","Instituția prefectului pentru servicii administrative.","Bd. Eroilor 5, Brașov","L-V 08:30 - 16:30","/images/place-placeholder.jpg","4.1","0268 410 210","https://bv.prefectura.mai.gov.ro","https://maps.google.com/?q=Prefectura+Brasov"
"spitalul-judetean-brasov","brasov","institutii","Spitalul Clinic Județean Brașov","Spital județean cu servicii medicale extinse.","Calea București 25-27, Brașov","Non-stop (UPU)","/images/place-placeholder.jpg","4.2","0268 320 022","https://www.hospbv.ro","https://maps.google.com/?q=Spitalul+Judetean+Brasov"
"taxe-impozite-brasov","brasov","institutii","Direcția Fiscală Brașov","Taxe locale și servicii pentru contribuabili.","Strada Dorobanților 4, Brașov","L-J 08:30 - 16:30, V 08:30 - 14:00","/images/place-placeholder.jpg","4","0268 416 550","https://www.brasovcity.ro","https://maps.google.com/?q=Directia+Fiscala+Brasov"
"teatrul-sica-alexandrescu","brasov","cultural","Teatrul Sică Alexandrescu","Teatru important cu repertoriu variat.","Strada Mureșenilor 1, Brașov","Program spectacole","/images/place-placeholder.jpg","4.8","0268 418 850","https://www.teatrulsicaalexandrescu.ro","https://maps.google.com/?q=Teatrul+Sica+Alexandrescu+Brasov"
"opera-brasov","brasov","cultural","Opera Brașov","Spectacole de operă, operetă și balet.","Strada Bisericii Române 51, Brașov","Program spectacole","/images/place-placeholder.jpg","4.8","0268 419 380","https://www.operabrasov.ro","https://maps.google.com/?q=Opera+Brasov"
"muzeul-de-arta-brasov","brasov","cultural","Muzeul de Artă Brașov","Colecții valoroase de artă românească.","Bd. Eroilor 21A, Brașov","Ma-D 10:00 - 18:00","/images/place-placeholder.jpg","4.7","0268 477 286","https://muzeuldeartabrasov.ro","https://maps.google.com/?q=Muzeul+de+Arta+Brasov"
"prima-scoala-romaneasca","brasov","cultural","Prima Școală Românească","Muzeu istoric foarte căutat de turiști.","Piața Unirii 2-3, Brașov","09:00 - 17:00","/images/place-placeholder.jpg","4.8","0268 511 820","https://www.primascoalabrasov.ro","https://maps.google.com/?q=Prima+Scoala+Romaneasca+Brasov"
"centrul-cultural-reduta","brasov","cultural","Centrul Cultural Reduta","Evenimente culturale și spectacole locale.","Strada Apollonia Hirscher 8, Brașov","Program evenimente","/images/place-placeholder.jpg","4.7","0268 419 706","https://centrulculturalreduta.ro","https://maps.google.com/?q=Centrul+Cultural+Reduta+Brasov"
"piata-sfatului-events","brasov","evenimente","Piața Sfatului (Evenimente)","Concerte, târguri și evenimente sezoniere în centru.","Piața Sfatului, Brașov","Program variabil","/images/place-placeholder.jpg","4.8","0268 405 000","https://www.brasovcity.ro","https://maps.google.com/?q=Piata+Sfatului+Brasov"
"parcul-nicolae-titulescu-events","brasov","evenimente","Parcul Nicolae Titulescu (Events)","Spațiu verde folosit pentru evenimente publice.","Bd. Eroilor, Brașov","Program variabil","/images/place-placeholder.jpg","4.6","0268 405 000","https://www.brasovcity.ro","https://maps.google.com/?q=Parcul+Nicolae+Titulescu+Brasov"
"olympia-brasov-events","brasov","evenimente","Centrul Sportiv Olimpia","Competiții sportive și activări locale.","Strada George Coșbuc 2, Brașov","Program variabil","/images/place-placeholder.jpg","4.5","0268 547 149","https://www.olympiabrasov.ro","https://maps.google.com/?q=Olimpia+Brasov"
"reduta-events","brasov","evenimente","Centrul Cultural Reduta (Events)","Festivaluri locale și evenimente culturale.","Strada Apollonia Hirscher 8, Brașov","Program variabil","/images/place-placeholder.jpg","4.7","0268 419 706","https://centrulculturalreduta.ro","https://maps.google.com/?q=Reduta+Brasov"
"junii-brasovului","brasov","evenimente","Parada Junilor Brașovului","Eveniment tradițional emblematic pentru Brașov.","Șcheii Brașovului","Sezonier","/images/place-placeholder.jpg","4.8","0268 472 050","https://www.brasovtourism.app","https://maps.google.com/?q=Junii+Brasovului"
